iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,field_cd_name
436,7.0,Female,13,2,17,14,6,6.0,4,1,440.0,0,0.53,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,2.0,23.0,Law,1.0,UC Irvine,,"15,260.00",Caucasian_American,9.0,1.0,California,"92,869",,1.0,6.0,1.0,Law,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,5.0,,28.0,8.0,17.0,22.0,17.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,9.0,8.0,10.0,7.0,6.0,4.0,4.0,4.0,10.0,4.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,4.0,25.0,10.0,20.0,20.0,20.0,5.0,8.0,7.0,7.0,10.0,7.0,6.0,3.0,3.0,,,,,,,60.0,5.0,10.0,15.0,5.0,5.0,30.0,15.0,20.0,15.0,10.0,10.0,55.0,5.0,5.0,25.0,5.0,5.0,8.0,8.0,8.0,10.0,8.0,6.0,6.0,6.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
437,8.0,Female,15,2,17,14,12,12.0,10,1,440.0,0,0.22,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,5.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,2.0,23.0,Social Work,11.0,University of Tennessee,"1,092.00","11,570.00",Caucasian_American,2.0,6.0,North Carolina,"28,804","29,746.00",1.0,4.0,1.0,Social Work,11.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,5.0,,15.0,15.0,18.0,18.0,14.0,20.0,28.0,12.0,13.0,10.0,12.0,25.0,35.0,12.0,12.0,15.0,15.0,23.0,7.0,9.0,9.0,9.0,8.0,5.0,10.0,9.0,9.0,9.0,1,10.0,9.0,10.0,10.0,10.0,9.0,9.0,6.0,2.0,5.0,15.0,15.0,25.0,10.0,10.0,25.0,5.0,9.0,8.0,7.0,9.0,5.0,1.0,3.0,,,,,,,12.0,13.0,25.0,12.0,13.0,25.0,32.0,10.0,15.0,12.0,13.0,18.0,35.0,10.0,15.0,10.0,10.0,20.0,5.0,9.0,8.0,9.0,8.0,6.0,10.0,8.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social work
438,9.0,Female,17,2,17,14,13,13.0,11,1,440.0,0,0.14,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,6.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,2.0,23.0,Social Work,11.0,UCLA,"1,290.00","15,309.00",Caucasian_American,1.0,5.0,California,"94,044","47,556.00",1.0,4.0,1.0,Clinical Social Worker,11.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,4.0,,14.0,15.0,16.0,17.0,18.0,20.0,20.0,12.0,15.0,15.0,14.0,14.0,20.0,12.0,15.0,15.0,14.0,14.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,1,6.0,4.0,8.0,8.0,4.0,5.0,6.0,6.0,2.0,10.0,15.0,20.0,15.0,15.0,15.0,20.0,7.0,9.0,8.0,8.0,8.0,9.0,3.0,3.0,,,,,,,15.0,15.0,20.0,15.0,15.0,20.0,25.0,10.0,15.0,18.0,15.0,17.0,20.0,15.0,10.0,20.0,15.0,20.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,0.0,2.0,1.0,1.0,1.0,15.0,15.0,15.0,18.0,17.0,20.0,15.0,15.0,15.0,20.0,15.0,20.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,Social work
439,10.0,Female,19,2,17,14,2,2.0,14,1,440.0,0,0.38,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,0,8.0,5.0,8.0,5.0,7.0,5.0,7.0,3.0,2.0,29.0,Bilingual Education,9.0,Washington University in St. Louis,,"26,377.00",Caucasian_American,1.0,5.0,Baltimore,"21,209","42,651.00",2.0,3.0,2.0,Bilingual Elementary School Teacher,2.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,7.0,,20.0,10.0,50.0,5.0,10.0,5.0,30.0,10.0,10.0,10.0,20.0,20.0,60.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,0,8.0,9.0,9.0,6.0,9.0,,7.0,7.0,2.0,,30.0,10.0,30.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,2.0,1.0,50.0,5.0,15.0,10.0,5.0,15.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,10.0,10.0,10.0,30.0,10.0,50.0,0.0,10.0,40.0,0.0,0.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,"Education, Academia "
440,1.0,Male,2,2,17,11,8,3.0,5,1,430.0,0,0.59,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,8.0,7.0,9.0,9.0,8.0,5.0,7.0,2.0,2.0,21.0,Law,1.0,Stanford University,"1,450.00","25,917.00",Caucasian_American,8.0,2.0,"Milano, Italy","20,129",,1.0,7.0,2.0,Lawyer,1.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,7.0,,35.0,5.0,30.0,20.0,5.0,5.0,35.0,5.0,30.0,20.0,5.0,5.0,40.0,5.0,20.0,10.0,20.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,2.0,2.0,40.0,15.0,20.0,10.0,10.0,5.0,10.0,8.0,10.0,10.0,10.0,4.0,1.0,1.0,,,,,,,80.0,0.0,10.0,10.0,0.0,0.0,80.0,0.0,10.0,10.0,0.0,0.0,80.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
441,2.0,Male,4,2,17,11,8,6.0,3,1,430.0,0,-0.41,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,9.0,9.0,8.0,7.0,3.0,6.0,2.0,2.0,24.0,Law,1.0,Tufts University,,"26,892.00",Caucasian_American,4.0,2.0,Boston,"6,437",,2.0,7.0,1.0,Corporate law,1.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,7.0,,35.0,10.0,25.0,20.0,5.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,50.0,0.0,0.0,25.0,25.0,0.0,8.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,9.0,5.0,1,7.0,9.0,9.0,8.0,7.0,7.0,9.0,5.0,2.0,,60.0,10.0,15.0,15.0,0.0,0.0,7.0,6.0,9.0,9.0,8.0,7.0,1.0,3.0,40.0,10.0,20.0,20.0,5.0,5.0,60.0,5.0,20.0,10.0,0.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,30.0,20.0,20.0,10.0,10.0,10.0,8.0,7.0,9.0,8.0,8.0,7.0,5.0,8.0,10.0,9.0,1.0,0.0,0.0,,,50.0,15.0,15.0,15.0,0.0,5.0,75.0,15.0,10.0,0.0,0.0,0.0,70.0,5.0,5.0,10.0,0.0,10.0,50.0,20.0,5.0,10.0,10.0,5.0,7.0,7.0,9.0,7.0,8.0,6.0,5.0,6.0,5.0,8.0,Law
442,3.0,Male,6,2,17,11,8,5.0,3,1,430.0,0,0.15,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,7.0,8.0,6.0,8.0,1.0,4.0,1.0,2.0,25.0,law,1.0,warsaw university,,,Caucasian_American,1.0,1.0,poland,108,,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0,1,5.0,7.0,3.0,3.0,3.0,0.0,6.0,8.0,2.0,3.0,60.0,10.0,0.0,20.0,0.0,10.0,7.0,9.0,9.0,7.0,9.0,8.0,3.0,1.0,50.0,10.0,0.0,30.0,0.0,0.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0,7.0,2.0,7.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
443,4.0,Male,8,2,17,11,8,10.0,9,1,430.0,0,0.38,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,8.0,8.0,7.0,8.0,2.0,6.0,2.0,2.0,27.0,International Affairs - Economic Policy,13.0,Univeristy of Michigan,"1,290.00","21,645.00",Hispanic_American,1.0,3.0,New York,"17,403","27,794.00",2.0,6.0,2.0,Economic Policy Advisor on Latin America,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,,30.0,25.0,10.0,20.0,0.0,15.0,40.0,10.0,10.0,30.0,0.0,10.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,7.0,8.0,8.0,10.0,9.0,1,6.0,7.0,7.0,7.0,6.0,4.0,6.0,5.0,2.0,3.0,40.0,20.0,10.0,20.0,10.0,0.0,7.0,8.0,7.0,8.0,8.0,6.0,1.0,2.0,,,,,,,30.0,15.0,15.0,20.0,10.0,10.0,40.0,20.0,10.0,10.0,10.0,10.0,40.0,20.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
444,5.0,Male,10,2,17,11,8,11.0,9,1,430.0,0,0.33,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,7.0,6.0,8.0,7.0,8.0,2.0,5.0,1.0,2.0,26.0,MBA,8.0,Middlebury College,"1,470.00","34,300.00",Caucasian_American,5.0,1.0,"Los Angeles, CA","10,016","41,737.00",2.0,4.0,2.0,Media Management,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,,50.0,10.0,10.0,30.0,0.0,0.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,0,3.0,8.0,7.0,6.0,6.0,,4.0,5.0,2.0,0.0,40.0,30.0,10.0,20.0,0.0,0.0,8.0,7.0,8.0,9.0,8.0,5.0,3.0,3.0,50.0,,20.0,30.0,,,40.0,30.0,10.0,20.0,0.0,0.0,50.0,10.0,10.0,20.0,5.0,5.0,30.0,20.0,10.0,40.0,10.0,0.0,8.0,7.0,8.0,8.0,7.0,8.0,4.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
445,6.0,Male,12,2,17,11,8,12.0,8,1,430.0,0,0.27,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,8.0,8.0,6.0,7.0,2.0,5.0,1.0,2.0,30.0,SIPA - Energy,13.0,U of Vermont,"1,130.00","20,100.00",Caucasian_American,1.0,1.0,"Burlington, Vermont","11,576","90,225.00",2.0,5.0,2.0,Energy Management,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,,40.0,12.0,18.0,12.0,6.0,12.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,7.0,10.0,7.0,9.0,9.0,10.0,7.0,7.0,0,6.0,6.0,3.0,3.0,3.0,2.0,3.0,4.0,,,50.0,10.0,15.0,10.0,5.0,5.0,8.0,9.0,8.0,7.0,5.0,7.0,3.0,3.0,50.0,5.0,15.0,15.0,5.0,10.0,50.0,10.0,10.0,10.0,15.0,5.0,50.0,20.0,5.0,15.0,5.0,5.0,35.0,20.0,10.0,15.0,15.0,5.0,8.0,10.0,10.0,7.0,6.0,7.0,8.0,9.0,7.0,6.0,2.0,1.0,1.0,1.0,,50.0,10.0,15.0,10.0,5.0,10.0,60.0,10.0,15.0,5.0,5.0,5.0,50.0,5.0,5.0,10.0,25.0,5.0,45.0,10.0,5.0,5.0,30.0,5.0,8.0,9.0,9.0,7.0,7.0,8.0,7.0,9.0,6.0,6.0,Political Science/International Affairs 
446,7.0,Male,14,2,17,11,8,4.0,4,1,430.0,0,0.14,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,9.0,9.0,6.0,8.0,4.0,7.0,2.0,2.0,28.0,MBA,8.0,Universidad de los Andes,,,Hispanic_American,2.0,2.0,"Bogota, Colombia",0,,1.0,4.0,3.0,Finance,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,,30.0,20.0,25.0,15.0,10.0,0.0,30.0,20.0,15.0,15.0,15.0,5.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,6.0,8.0,7.0,7.0,4.0,1,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,3.0,30.0,25.0,25.0,15.0,5.0,0.0,6.0,9.0,7.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
447,8.0,Male,16,2,17,11,8,1.0,6,1,430.0,0,0.49,1,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,8.0,8.0,8.0,6.0,3.0,7.0,3.0,2.0,26.0,Public Policy,13.0,University of Delhi,,,Asian_American,1.0,1.0,India,"110,003",,1.0,7.0,2.0,Public Finance,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,,15.0,30.0,25.0,20.0,0.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,6.0,7.0,7.0,5.0,9.0,0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,25.0,30.0,20.0,15.0,0.0,10.0,6.0,6.0,5.0,5.0,6.0,3.0,1.0,2.0,,,,,,,25.0,30.0,20.0,15.0,0.0,10.0,30.0,25.0,15.0,20.0,5.0,5.0,25.0,20.0,20.0,20.0,5.0,10.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political Science/International Affairs 
448,9.0,Male,18,2,17,11,8,7.0,2,1,430.0,0,-0.42,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,6.0,8.0,8.0,9.0,9.0,4.0,6.0,2.0,2.0,22.0,Law/Business,1.0,Yale,"1,450.00","26,100.00",Caucasian_American,1.0,1.0,New York City,"10,021","55,080.00",1.0,2.0,1.0,Business Management,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,,25.0,15.0,25.0,25.0,5.0,5.0,30.0,20.0,15.0,20.0,0.0,15.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,1,8.0,8.0,8.0,6.0,5.0,7.0,8.0,7.0,2.0,4.0,30.0,10.0,25.0,20.0,5.0,10.0,9.0,9.0,9.0,9.0,9.0,6.0,3.0,3.0,30.0,10.0,20.0,30.0,0.0,10.0,30.0,10.0,25.0,20.0,5.0,10.0,35.0,10.0,15.0,25.0,0.0,15.0,15.0,15.0,20.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,2.0,0.0,1.0,1.0,,30.0,10.0,25.0,20.0,5.0,10.0,25.0,15.0,20.0,30.0,0.0,10.0,40.0,10.0,15.0,20.0,0.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,9.0,9.0,Law
449,10.0,Male,20,2,17,11,8,8.0,1,1,430.0,0,0.17,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,6.0,9.0,8.0,8.0,5.0,5.0,2.0,2.0,23.0,Law,1.0,Princeton,"1,460.00","27,230.00",Other,7.0,1.0,New York,"11,552","52,280.00",1.0,3.0,1.0,Business/Law,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,,55.0,2.0,1.0,40.0,1.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,8.0,1,10.0,7.0,8.0,7.0,8.0,5.0,7.0,1.0,2.0,3.0,50.0,6.0,9.0,35.0,0.0,0.0,7.0,10.0,10.0,10.0,8.0,8.0,1.0,3.0,50.0,9.0,8.0,23.0,3.0,2.0,50.0,8.0,8.0,33.0,0.0,1.0,50.0,8.0,8.0,33.0,0.0,1.0,30.0,10.0,12.0,30.0,10.0,8.0,7.0,10.0,10.0,10.0,8.0,7.0,8.0,9.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
450,11.0,Male,21,2,17,11,8,2.0,6,1,430.0,0,0.01,0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,5.0,7.0,8.0,6.0,9.0,5.0,6.0,3.0,2.0,25.0,International Affairs,13.0,Connecticut College,"1,310.00","33,585.00",Caucasian_American,3.0,7.0,Singapore,,,2.0,6.0,2.0,Diplomat,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,,50.0,5.0,5.0,5.0,5.0,30.0,50.0,5.0,5.0,5.0,5.0,30.0,25.0,5.0,5.0,5.0,30.0,30.0,9.0,6.0,7.0,10.0,10.0,8.0,8.0,8.0,7.0,8.0,1,7.0,7.0,7.0,7.0,5.0,8.0,8.0,7.0,2.0,2.0,50.0,10.0,10.0,10.0,5.0,15.0,7.5,9.0,9.0,8.0,10.0,7.0,3.0,1.0,50.0,5.0,10.0,10.0,5.0,20.0,50.0,10.0,10.0,10.0,5.0,15.0,40.0,10.0,10.0,10.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,8.0,9.0,7.0,9.0,7.0,8.0,9.0,7.0,9.0,2.0,0.0,1.0,1.0,,50.0,10.0,10.0,10.0,5.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,20.0,10.0,40.0,10.0,10.0,10.0,20.0,10.0,7.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,7.0,7.0,Political Science/International Affairs 
451,12.0,Male,22,2,17,11,8,13.0,7,1,430.0,0,0.17,1,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,2.0,5.0,9.0,5.0,8.0,3.0,5.0,2.0,2.0,30.0,MBA,8.0,NUS,,,Asian_American,3.0,1.0,"Asia, Singapore","650,206",,2.0,3.0,3.0,banking,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,,20.0,40.0,5.0,20.0,5.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,10.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,1.0,20.0,30.0,20.0,15.0,5.0,10.0,3.0,5.0,4.0,4.0,4.0,6.0,1.0,3.0,,,,,,,25.0,30.0,20.0,10.0,10.0,5.0,40.0,15.0,15.0,15.0,10.0,5.0,20.0,30.0,10.0,20.0,10.0,10.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
452,13.0,Male,23,2,17,11,8,9.0,10,1,430.0,0,0.21,1,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,4.0,8.0,9.0,8.0,9.0,2.0,6.0,3.0,2.0,29.0,MBA,8.0,National University of Singapore,,,Asian_American,7.0,1.0,Singapore,"10,027",,1.0,5.0,3.0,private equity,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,,35.0,30.0,25.0,5.0,0.0,5.0,30.0,5.0,10.0,30.0,10.0,15.0,35.0,5.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,7.0,1,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,2.0,5.0,35.0,30.0,25.0,5.0,0.0,5.0,7.0,9.0,10.0,7.0,9.0,6.0,1.0,3.0,,,,,,,35.0,30.0,25.0,5.0,0.0,5.0,50.0,5.0,5.0,30.0,0.0,10.0,35.0,30.0,25.0,5.0,0.0,5.0,7.0,9.0,10.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
453,14.0,Male,24,2,17,11,8,14.0,6,1,430.0,0,0.0,1,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0,4.0,8.0,9.0,8.0,9.0,2.0,5.0,2.0,2.0,27.0,law,1.0,University of International Business  & Economics,,,Asian_American,4.0,3.0,"Shanghai, China","210,009",,2.0,6.0,5.0,lawyer,1.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,6.0,,30.0,30.0,30.0,5.0,0.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,15.0,20.0,15.0,15.0,15.0,5.0,6.0,7.0,8.0,5.0,6.0,5.0,8.0,4.0,7.0,0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,4.0,6.0,8.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
454,1.0,Female,1,1,18,6,4,4.0,1,1,460.0,0,0.6,1,33.0,2.0,20.0,10.0,20.0,15.0,15.0,20.0,0,5.0,10.0,8.0,8.0,7.0,7.0,9.0,10.0,2.0,27.0,MFA  Poetry,15.0,Sarah Lawrence College,"1,260.00","27,982.00",Caucasian_American,3.0,3.0,California,"94,941","56,056.00",2.0,7.0,3.0,Teacher,2.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,5.0,,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,0.0,1.0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,9.0,9.0,7.0,5.0,1.0,1.0,15.0,20.0,20.0,20.0,10.0,15.0,15.0,20.0,20.0,20.0,10.0,15.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,8.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,8.0,0.0,0.0,0.0,,,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,8.0,9.0,10.0,9.0,5.0,8.0,9.0,10.0,9.0,5.0,Fine Arts/Arts Administration
